City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
364,Naze,JP,28.37,129.48,77.0,100,20,8.05,few clouds
365,Uravakonda,IN,14.95,77.27,71.38,93,44,7.58,scattered clouds
366,Greeley,US,40.42,-104.71,68.0,29,1,8.05,clear sky
367,Bom Jesus,BR,-9.07,-44.36,73.08,91,100,4.14,light rain
368,Airai,TL,-8.93,125.41,69.15,59,3,3.44,clear sky
369,Tanout,NE,14.97,8.89,73.9,21,0,11.34,clear sky
370,Atherton,GB,53.52,-2.49,46.99,72,85,3.0,overcast clouds
371,Mayo,US,38.89,-76.51,61.0,87,1,4.83,clear sky
372,Nampula,MZ,-15.12,39.27,73.4,69,0,13.87,clear sky
373,Dingle,PH,11.0,122.67,77.58,88,100,6.42,moderate rain
374,Makakilo City,US,21.35,-158.09,86.0,69,20,11.41,few clouds
375,Komsomolskiy,UZ,40.43,71.72,37.4,37,59,4.7,broken clouds
376,Lavrentiya,RU,65.58,-171.0,35.91,83,70,30.09,broken clouds
377,Mokhotlong,LS,-29.29,29.07,52.47,55,31,3.47,scattered clouds
378,Clyde River,CA,70.47,-68.59,5.0,84,75,18.34,light snow
379,Suluq,LY,31.67,20.25,63.7,73,64,5.79,broken clouds
380,Urengoy,RU,65.97,78.37,32.5,97,100,9.6,overcast clouds
381,Nelson Bay,AU,-32.72,152.15,69.01,77,90,5.82,overcast clouds
382,Ajdabiya,LY,30.76,20.23,64.81,69,70,7.47,broken clouds
383,Mantua,IT,45.17,10.78,50.0,93,0,3.36,clear sky
384,Opuwo,NA,-18.06,13.84,66.61,25,23,4.79,few clouds
385,Ternate,ID,0.8,127.4,82.63,74,99,4.85,light rain
386,Bansi,IN,27.18,82.93,64.51,65,0,1.77,clear sky
387,Chifeng,CN,42.27,118.96,34.68,73,0,8.28,clear sky
388,Watsa,CD,3.04,29.54,64.53,99,82,0.65,broken clouds
389,Amiens,FR,49.9,2.3,44.01,87,0,9.17,clear sky
390,Kahului,US,20.89,-156.47,87.8,45,40,11.41,scattered clouds
391,Umea,SE,63.83,20.26,48.2,76,0,6.93,clear sky
392,Hervey Bay,AU,-25.3,152.85,79.0,56,59,4.0,broken clouds
393,Hofn,IS,64.25,-15.21,36.43,77,0,12.12,clear sky
394,Kilindoni,TZ,-7.91,39.67,79.75,80,95,11.95,overcast clouds
395,Antofagasta,CL,-23.65,-70.4,62.6,72,75,16.11,broken clouds
396,Svetlaya,RU,46.54,138.33,42.39,75,45,7.18,scattered clouds
397,Rajula,IN,21.05,71.43,74.52,43,0,8.59,clear sky
398,Ust-Kulom,RU,61.69,53.69,31.66,99,97,3.83,overcast clouds
399,Awjilah,LY,29.11,21.29,64.44,68,44,9.04,scattered clouds
400,Timizart,DZ,36.8,4.27,67.33,41,5,8.72,clear sky
401,Jimenez,MX,28.33,-105.4,78.8,13,40,18.34,scattered clouds
402,Marawi,PH,8.0,124.29,75.99,92,100,5.99,light rain
403,Chaiyaphum,TH,15.75,102.0,73.99,99,98,5.77,overcast clouds
404,Kirakira,SB,-10.45,161.92,83.68,74,24,6.46,light rain
405,Salekhard,RU,66.53,66.6,24.75,98,100,6.08,overcast clouds
406,Baie-Comeau,CA,49.22,-68.15,39.2,86,90,5.82,light rain
407,Abong Mbang,CM,3.98,13.18,69.19,90,94,2.66,overcast clouds
408,Portland,US,45.52,-122.68,48.99,93,90,8.05,light rain
409,Umm Lajj,SA,25.02,37.27,72.61,71,0,7.76,clear sky
410,Lerwick,GB,60.15,-1.15,50.0,93,51,13.87,broken clouds
411,Arandas,MX,20.7,-102.35,69.85,29,41,1.97,scattered clouds
412,Wasilla,US,61.58,-149.44,24.8,85,90,1.88,light snow
413,Tazovskiy,RU,67.47,78.7,15.73,97,93,11.72,overcast clouds
414,Harrison,US,30.41,-89.04,73.4,69,1,6.93,clear sky
415,Lewiston,US,44.1,-70.21,64.4,45,1,8.05,clear sky
416,Wanxian,CN,30.8,108.39,57.11,76,32,0.65,scattered clouds
417,Coahuayana,MX,18.73,-103.68,86.0,45,20,11.41,few clouds
418,Yulara,AU,-25.24,130.99,73.4,16,42,14.99,scattered clouds
419,Alyangula,AU,-13.85,136.42,84.2,79,2,7.83,clear sky
420,Kadipur,IN,26.17,82.38,65.17,42,0,4.18,clear sky
421,Crestview,US,30.76,-86.57,77.0,65,1,3.36,clear sky
422,Karsava,LV,56.78,27.69,46.67,91,47,11.7,scattered clouds
423,Leshukonskoye,RU,64.9,45.76,35.69,97,98,5.08,overcast clouds
424,Provideniya,RU,64.38,-173.3,35.6,84,48,28.25,scattered clouds
425,Iskateley,RU,67.68,53.15,34.52,98,100,4.63,overcast clouds
426,Manga,BF,11.66,-1.07,81.39,23,47,8.21,scattered clouds
427,Pangody,RU,65.85,74.49,32.22,98,100,9.44,overcast clouds
428,Aksu,CN,41.12,80.26,34.92,71,8,0.92,clear sky
429,Aswan,EG,24.09,32.91,65.16,50,32,8.88,scattered clouds
430,Camocim,BR,-2.9,-40.84,81.34,72,36,17.87,scattered clouds
431,Prince Rupert,CA,54.32,-130.32,41.0,64,75,8.05,broken clouds
432,Chuncheng,CN,22.17,111.79,67.71,80,67,4.7,broken clouds
433,Rawson,AR,-43.3,-65.1,53.51,71,0,14.27,clear sky
434,Staunton,US,38.15,-79.07,59.0,51,1,2.95,clear sky
435,Mbale,UG,1.08,34.17,65.03,89,100,2.44,moderate rain
436,Fort Nelson,CA,58.81,-122.7,6.8,77,75,6.93,broken clouds
437,Tupik,RU,54.43,119.93,14.9,94,100,5.12,overcast clouds
438,Amberley,US,39.2,-84.43,62.01,60,0,3.15,clear sky
439,Vuktyl,RU,63.86,57.31,34.63,97,100,6.24,overcast clouds
440,Longyearbyen,SJ,78.22,15.64,33.8,80,75,13.87,broken clouds
441,Guzelyurt,TR,38.28,34.37,39.27,81,0,4.34,clear sky
442,Zhangye,CN,38.93,100.45,33.94,68,1,3.09,clear sky
443,Dukat,RU,62.55,155.55,-2.38,91,100,4.68,light snow
444,Shingu,JP,33.73,135.98,64.4,93,75,2.24,shower rain
445,Tuktoyaktuk,CA,69.45,-133.04,15.8,85,75,19.46,broken clouds
446,Duluth,US,46.78,-92.11,71.6,26,1,20.8,clear sky
447,Monroe,US,43.15,-77.68,64.4,52,75,13.87,broken clouds
448,Cabedelo,BR,-6.98,-34.83,78.8,83,40,10.29,scattered clouds
449,Skelleftea,SE,64.75,20.95,44.01,81,45,6.93,scattered clouds
450,Arlit,NE,18.74,7.39,72.28,20,0,5.46,clear sky
451,Dakar,SN,14.69,-17.44,80.6,83,0,9.17,clear sky
452,Imbituba,BR,-28.24,-48.67,68.0,77,0,9.17,clear sky
453,Caceres,ES,39.52,-6.37,55.0,91,100,8.48,moderate rain
454,Nabire,ID,-3.37,135.48,80.78,71,100,4.32,overcast clouds
455,Chumikan,RU,54.72,135.31,11.97,91,12,13.44,few clouds
456,La Asuncion,VE,11.03,-63.86,79.86,87,8,12.53,clear sky
457,Hami,CN,42.8,93.45,36.27,69,0,4.92,clear sky
458,Glubokiy,RU,48.52,40.33,45.64,75,86,16.46,overcast clouds
459,Majene,ID,-3.54,118.97,80.31,75,57,0.67,broken clouds
460,Tupiza,BO,-21.45,-65.72,56.98,55,71,22.21,light rain
461,Santarem,BR,-2.44,-54.71,80.6,88,20,4.7,thunderstorm
462,Troitsko-Pechorsk,RU,62.71,56.2,35.08,97,100,4.18,overcast clouds
463,Aleksandrov Gay,RU,50.15,48.57,45.41,73,99,9.95,overcast clouds
464,Raudeberg,NO,61.99,5.14,50.0,86,100,25.88,light rain
465,Atambua,ID,-9.11,124.89,80.73,59,0,3.22,clear sky
466,Bernalillo,US,35.05,-106.67,72.0,15,75,19.46,broken clouds
467,Esso,RU,55.93,158.7,16.7,91,76,2.98,broken clouds
468,Sorland,NO,67.67,12.69,46.4,61,75,16.11,light rain
469,Mugur-Aksy,RU,50.35,90.5,22.44,90,20,4.94,few clouds
470,Nhulunbuy,AU,-12.23,136.77,86.0,66,4,8.05,clear sky
471,Hearst,CA,49.68,-83.67,42.8,75,88,6.93,overcast clouds
472,Demirci,TR,39.05,28.66,44.01,89,12,7.31,few clouds
473,Toribio,CO,2.95,-76.27,63.05,82,88,0.18,light rain
474,Lillooet,CA,50.69,-121.94,46.0,56,1,3.36,clear sky
475,Loralai,PK,30.37,68.6,49.06,41,19,2.59,few clouds
476,Katsuura,JP,35.13,140.3,66.0,67,75,4.7,broken clouds
477,Changtu,CN,42.78,124.1,37.6,67,40,3.27,scattered clouds
478,Doume,CM,4.23,13.45,69.57,89,99,2.08,overcast clouds
479,Abashiri,JP,44.02,144.27,48.0,74,52,3.0,broken clouds
480,Kallaste,EE,58.66,27.16,48.0,87,4,12.75,clear sky
481,Aripuana,BR,-9.17,-60.63,81.66,63,98,1.81,overcast clouds
482,Timiryazevskiy,RU,56.49,84.88,35.01,88,100,8.05,overcast clouds
483,Atlantic City,US,39.36,-74.42,62.6,67,1,4.7,clear sky
484,Vila,PT,42.03,-8.16,52.0,94,100,4.12,overcast clouds
485,Quatre Cocos,MU,-20.21,57.76,70.0,88,75,4.7,shower rain
486,Tiznit,MA,29.58,-9.5,63.55,64,0,2.33,clear sky
487,Ferkessedougou,CI,9.6,-5.2,79.32,41,75,3.36,broken clouds
488,Lienz,AT,46.83,12.77,35.01,97,0,2.68,clear sky
489,Ust-Maya,RU,60.42,134.53,-0.71,92,96,1.39,overcast clouds
490,Manicore,BR,-5.81,-61.3,78.28,79,57,2.89,broken clouds
491,Launceston,AU,-41.45,147.17,57.99,53,75,5.82,broken clouds
492,Nianzishan,CN,47.52,122.88,27.03,87,0,6.85,clear sky
493,Tomakomai,JP,42.64,141.6,57.99,87,40,14.99,scattered clouds
494,Zaysan,KZ,47.47,84.87,31.51,86,73,0.63,broken clouds
495,Isiro,CD,2.77,27.62,67.55,98,100,1.3,overcast clouds
496,Tilichiki,RU,60.47,166.1,27.81,92,25,3.31,scattered clouds
497,Luanda,AO,-8.84,13.23,77.54,85,79,5.73,broken clouds
498,Nuristan,AF,35.3,70.83,23.02,62,0,7.36,clear sky
499,Dongfeng,CN,42.64,125.51,36.61,79,40,6.06,scattered clouds
500,Ukiah,US,39.15,-123.21,54.0,62,75,6.26,broken clouds
501,Birjand,IR,32.87,59.22,48.2,15,0,11.41,clear sky
502,Bilma,NE,18.69,12.92,66.96,25,0,4.0,clear sky
503,Lucapa,AO,-8.42,20.74,66.92,99,92,3.91,overcast clouds
504,Russkaya Polyana,UA,49.42,31.92,47.46,83,100,10.71,overcast clouds
505,Lodingen,NO,68.41,16.0,46.0,86,98,33.33,light rain
506,Salalah,OM,17.02,54.09,73.4,73,40,3.36,scattered clouds
507,Wawa,NG,9.9,4.42,77.38,41,37,2.26,scattered clouds
508,Karaton,ID,-6.34,106.1,78.01,94,20,5.82,mist
509,Maceio,BR,-9.67,-35.74,77.0,94,75,4.7,broken clouds
510,Toma,BF,12.77,-2.88,81.91,25,0,7.02,clear sky
511,Los Llanos De Aridane,ES,28.66,-17.92,69.8,68,75,6.93,broken clouds
512,Pahalgam,IN,34.03,75.33,37.8,59,0,8.41,clear sky
513,Te Anau,NZ,-45.42,167.72,57.78,51,47,5.08,scattered clouds
514,Isilkul,RU,54.91,71.27,41.47,66,97,11.68,overcast clouds
515,San-Pedro,CI,4.75,-6.64,77.32,91,97,5.01,light rain
516,Ippy,CF,6.27,21.22,69.8,94,10,1.03,clear sky
517,Verkhnevilyuysk,RU,63.45,120.32,-4.45,91,92,4.23,overcast clouds
518,Bulgan,MN,48.81,103.53,23.38,85,0,3.44,clear sky
519,West Linton,GB,55.75,-3.36,44.6,100,90,1.12,fog
520,Riyadh,SA,24.69,46.72,68.0,32,0,3.36,clear sky
521,Christchurch,NZ,-43.53,172.63,64.0,77,83,5.82,broken clouds
522,Iranshahr,IR,27.2,60.68,61.38,31,0,3.06,clear sky
523,Tabuk,PH,17.42,121.44,74.71,88,68,0.34,broken clouds
524,Port Shepstone,ZA,-30.74,30.45,70.27,82,98,9.15,light rain
525,Oruro,BO,-17.98,-67.15,56.26,37,74,17.16,broken clouds
526,Samana,DO,19.21,-69.34,78.8,88,75,4.47,broken clouds
527,Coello,CO,4.29,-74.9,80.42,70,89,2.59,overcast clouds
528,Phangnga,TH,8.45,98.53,81.0,88,20,2.24,few clouds
529,Sile,TR,41.18,29.61,60.01,68,85,11.01,light rain
530,Dombarovskiy,RU,50.76,59.54,44.31,59,100,11.18,overcast clouds
531,Thai Binh,VN,20.45,106.33,71.6,78,0,5.82,clear sky
532,Hambantota,LK,6.12,81.12,78.39,85,51,10.89,broken clouds
533,Royan,FR,45.63,-1.03,59.0,72,0,8.05,clear sky
534,Dudinka,RU,69.41,86.18,8.6,71,8,17.9,clear sky
535,Jiangyin,CN,31.93,120.31,61.0,80,10,4.9,clear sky
536,Ribeira Brava,PT,32.65,-17.07,62.01,67,0,3.36,clear sky
537,Nizwa,OM,22.93,57.53,63.61,72,0,1.1,clear sky
538,La Gomera,GT,14.08,-91.05,82.4,83,75,4.7,broken clouds
539,Pietrosani,RO,45.18,24.85,44.37,64,48,3.96,scattered clouds
540,Araouane,ML,18.9,-3.53,85.41,15,57,7.7,broken clouds
541,Koumac,NC,-20.57,164.28,81.5,59,0,6.31,clear sky
542,Goderich,CA,43.75,-81.72,60.8,59,91,13.87,overcast clouds
543,Coos Bay,US,43.37,-124.22,51.8,81,90,9.17,overcast clouds
544,Candido Mendes,BR,-1.45,-45.72,78.08,82,100,3.87,overcast clouds
545,Mweka,CD,-4.85,21.57,67.6,96,98,0.29,overcast clouds
546,Shahrud,IR,36.42,54.98,54.41,36,98,5.21,overcast clouds
547,Saldanha,ZA,-33.01,17.94,59.0,93,100,3.36,overcast clouds
548,Huaiyin,CN,33.59,119.02,56.08,59,7,5.77,clear sky
549,Netanya,IL,32.33,34.86,62.6,82,0,2.24,clear sky
550,Itarema,BR,-2.92,-39.92,80.04,78,13,14.58,few clouds
551,Broken Hill,AU,-31.95,141.43,55.4,58,2,17.22,clear sky
552,Lakatoro,VU,-16.1,167.42,82.4,83,75,6.93,broken clouds
553,Lensk,RU,60.73,114.93,1.71,89,100,9.22,overcast clouds
554,Vanatori,RO,45.73,27.25,48.24,64,91,8.79,overcast clouds
555,Ilinskoye-Khovanskoye,RU,56.97,39.77,39.2,86,75,13.42,light rain
556,Schramberg,DE,48.22,8.39,43.0,81,0,1.01,clear sky
557,Albanel,CA,48.88,-72.45,50.0,71,100,11.41,overcast clouds
558,Bria,CF,6.54,21.99,70.61,91,59,1.92,broken clouds
559,Sandovo,RU,58.46,36.41,39.0,78,100,12.5,overcast clouds
560,Kaka,TM,37.35,59.61,60.76,30,100,3.71,overcast clouds
561,Altay,CN,47.87,88.12,28.58,86,0,1.92,clear sky
562,Alice Springs,AU,-23.7,133.88,71.6,14,90,13.87,overcast clouds
563,Sena Madureira,BR,-9.07,-68.66,85.82,49,93,2.86,very heavy rain
564,Hanyang,CN,32.14,105.51,55.99,78,95,2.82,overcast clouds
565,Derzhavinsk,KZ,51.1,66.32,39.34,63,79,15.01,broken clouds
566,Khasan,RU,42.43,130.64,51.26,64,28,8.55,scattered clouds
567,Sonamukhi,IN,23.3,87.42,64.71,57,0,4.14,clear sky
568,Ahipara,NZ,-35.17,173.17,69.89,71,39,12.3,light rain
569,Les Escoumins,CA,48.11,-69.02,57.2,81,100,25.28,overcast clouds
570,Augusto Correa,BR,-1.02,-46.63,79.47,79,100,4.41,light rain
571,Velsk,RU,61.07,42.1,36.57,86,100,7.27,overcast clouds
572,Yerbogachen,RU,61.28,108.01,-10.19,89,0,4.27,clear sky
573,Pingliang,CN,35.54,106.69,40.03,57,4,4.47,clear sky
574,Varhaug,NO,58.61,5.65,45.0,99,41,1.99,scattered clouds
575,Talcahuano,CL,-36.72,-73.12,64.4,63,0,18.34,clear sky
576,Coquimbo,CL,-29.95,-71.34,59.0,77,20,12.75,few clouds
577,Najran,SA,17.49,44.13,62.6,25,0,0.58,clear sky
578,Ayagoz,KZ,47.97,80.44,33.94,83,21,5.79,few clouds
579,Mokokchung,IN,26.33,94.53,51.57,100,0,2.82,clear sky
580,Matara,LK,5.95,80.54,76.46,89,89,7.94,overcast clouds
581,Oktyabrskiy,RU,54.48,53.47,39.74,86,100,8.3,overcast clouds
582,Saint-Joseph,RE,-21.37,55.62,68.0,72,0,6.93,clear sky
583,Kieta,PG,-6.22,155.63,81.19,76,100,1.01,light rain
584,Kyabe,TD,9.45,18.94,78.24,45,31,2.73,scattered clouds
585,Svetlogorsk,BY,52.63,29.73,43.52,94,32,8.37,scattered clouds
586,Dafeng,CN,23.45,108.59,65.73,74,0,5.39,clear sky
587,Kavaratti,IN,10.57,72.64,82.4,75,6,6.38,clear sky
588,Port Keats,AU,-14.25,129.55,87.98,63,46,9.01,scattered clouds
589,Cabo Rojo,PR,18.09,-67.15,81.0,85,79,1.01,broken clouds
590,Cherepet,RU,54.12,36.38,39.2,86,57,11.18,broken clouds
591,Adra,ES,36.75,-3.02,75.2,44,100,9.17,light rain
592,Nakamura,JP,32.98,132.93,64.63,94,100,2.33,light rain
593,Venancio Aires,BR,-29.61,-52.19,70.0,72,0,6.76,clear sky
594,Cockburn Town,TC,21.46,-71.14,77.0,83,90,12.75,overcast clouds
595,Huilong,CN,31.81,121.66,66.99,76,99,7.0,overcast clouds
596,Kalmunai,LK,7.42,81.82,78.85,82,52,3.91,broken clouds
597,Sistranda,NO,63.73,8.83,51.8,76,75,16.11,broken clouds
598,Hamilton,US,39.18,-84.53,62.01,56,0,3.15,clear sky
599,Pueblo Nuevo,MX,23.38,-105.38,68.83,43,46,4.29,scattered clouds
600,Havoysund,NO,71.0,24.66,41.0,80,75,35.57,broken clouds
601,Miraflores,MX,19.22,-98.81,73.4,31,5,5.82,clear sky
602,Vanimo,PG,-2.67,141.3,81.63,73,92,5.82,overcast clouds
603,Peterhead,GB,57.51,-1.8,48.2,100,90,13.87,overcast clouds
604,Oranjemund,NA,-28.55,16.43,61.38,75,19,5.57,few clouds
605,Wanganui,NZ,-39.93,175.05,66.0,71,96,5.99,light rain
606,Vangaindrano,MG,-23.35,47.6,73.22,86,99,6.85,overcast clouds
607,Bac Lieu,VN,9.29,105.72,76.96,87,7,2.46,clear sky
608,Mogadishu,SO,2.04,45.34,79.45,82,96,6.85,overcast clouds
609,Santiago De Cao,PE,-7.96,-79.24,66.2,72,10,9.17,clear sky
610,Angoche,MZ,-16.23,39.91,76.71,77,1,12.44,clear sky
611,Krasnoarmeysk,RU,51.02,45.7,41.0,78,90,1.99,overcast clouds
612,Palmerston North,NZ,-40.35,175.62,70.0,76,100,4.0,light rain
613,Dengzhou,CN,37.81,120.75,54.14,55,0,13.71,clear sky
614,Beringovskiy,RU,63.05,179.32,29.57,87,14,15.9,few clouds
615,Salinopolis,BR,-0.61,-47.36,81.07,78,98,9.84,light rain
616,Wilmington,US,34.23,-77.94,71.6,78,1,8.05,clear sky
617,Brownsville,US,25.9,-97.5,82.4,54,1,10.29,clear sky
618,Sinjar,IQ,36.32,41.88,59.45,64,69,5.14,broken clouds
619,Benghazi,LY,32.12,20.07,68.23,69,79,11.74,broken clouds
620,Acobamba,PE,-11.35,-75.66,54.61,62,36,6.11,scattered clouds
621,Tucuman,AR,-26.82,-65.22,93.2,17,19,16.11,smoke
622,Penzance,GB,50.12,-5.54,53.6,93,33,19.46,scattered clouds
623,Ciudad Bolivar,VE,8.12,-63.55,83.3,69,29,2.98,scattered clouds
624,Kidal,ML,18.44,1.41,74.61,19,0,13.76,clear sky
625,Bambanglipuro,ID,-7.95,110.28,78.44,85,68,5.88,broken clouds
626,Grand Gaube,MU,-20.01,57.66,70.0,76,1,4.0,clear sky
627,Salento,CO,4.64,-75.57,73.4,73,40,5.82,scattered clouds
628,Ilulissat,GL,69.22,-51.1,8.6,46,37,14.99,scattered clouds
629,Port Arthur,CN,38.8,121.27,48.2,81,0,4.47,clear sky
630,Lake Charles,US,30.21,-93.2,77.0,47,5,8.05,clear sky
631,Bud,US,39.45,-86.18,64.4,45,1,3.36,clear sky
632,Kahna Nau,PK,31.37,74.37,59.0,72,0,2.35,smoke
633,Palimbang,PH,6.21,124.19,79.59,83,99,2.95,moderate rain
634,Verkhnyaya Toyma,RU,62.23,45.0,35.13,94,98,6.38,overcast clouds
635,Sao Raimundo Das Mangabeiras,BR,-7.02,-45.48,74.57,91,100,3.71,overcast clouds
636,Buckeye,US,33.37,-112.58,87.8,15,1,12.44,clear sky
637,Yeppoon,AU,-23.13,150.73,78.8,65,75,10.29,broken clouds
638,Damara,CF,4.96,18.7,75.2,94,20,1.88,few clouds
639,Tikapur,NP,28.5,81.13,61.25,64,0,3.65,clear sky
640,Tuatapere,NZ,-46.13,167.68,49.26,86,100,11.54,moderate rain
641,Guadalupe Victoria,MX,32.29,-115.11,90.0,15,75,5.82,broken clouds
642,La Macarena,CO,2.18,-73.78,76.57,92,99,3.02,overcast clouds
643,Bar Harbor,US,44.39,-68.2,53.01,87,1,10.29,clear sky
644,Dobrinka,RU,52.17,40.47,38.3,81,39,10.98,scattered clouds
645,Mataram,ID,-8.58,116.12,77.0,100,75,1.12,broken clouds
646,Luganville,VU,-15.53,167.17,82.4,83,75,6.93,broken clouds
647,Pozo Colorado,PY,-23.49,-58.8,81.25,30,10,2.46,clear sky
648,Grindavik,IS,63.84,-22.43,39.2,60,75,18.34,broken clouds
649,Omurtag,BG,43.1,26.42,41.0,100,90,1.12,overcast clouds
650,Smithers,CA,54.78,-127.17,33.8,64,90,5.82,overcast clouds
651,Floresta,BR,-8.6,-38.57,85.41,52,63,20.2,broken clouds
652,Tororo,UG,0.69,34.18,65.08,90,100,3.2,light rain
653,Yar-Sale,RU,66.83,70.83,22.3,98,98,3.4,overcast clouds
654,Yangjiang,CN,21.85,111.97,69.4,78,30,5.03,scattered clouds
655,Zalantun,CN,48.0,122.72,27.14,90,0,7.99,clear sky
656,Nayagarh,IN,20.13,85.1,67.06,76,0,1.63,clear sky
657,Ayan,RU,56.45,138.17,16.84,86,0,15.48,clear sky
658,Sabang,ID,5.89,95.32,81.23,77,100,3.74,light rain
659,Krylovskaya,RU,46.32,39.97,48.0,74,76,12.82,broken clouds
660,Maneromango,TZ,-7.2,38.78,73.4,94,20,1.07,few clouds
661,Sola,VU,-13.88,167.55,79.81,75,100,6.76,overcast clouds
662,Leeton,AU,-34.57,146.4,60.01,58,0,11.41,clear sky
663,Draguignan,FR,43.53,6.47,57.0,93,0,3.58,clear sky
664,Mareeba,AU,-17.0,145.43,86.0,62,75,3.36,broken clouds
665,Wanaka,NZ,-44.7,169.15,57.24,37,59,3.71,broken clouds
666,Lora Del Rio,ES,37.66,-5.53,66.99,59,20,13.87,few clouds
667,Shinpokh,PK,34.33,71.18,57.2,58,5,4.7,haze
668,Alofi,NU,-19.06,-169.92,78.8,65,75,12.75,broken clouds
669,Comodoro Rivadavia,AR,-45.87,-67.5,55.4,58,0,16.11,clear sky
670,Vila Franca Do Campo,PT,37.72,-25.43,62.6,63,40,14.99,scattered clouds
671,Letlhakeng,BW,-24.09,25.03,75.4,28,5,7.94,clear sky
672,Kambja,EE,58.23,26.7,48.0,87,0,12.75,clear sky
673,Fairbanks,US,64.84,-147.72,23.0,92,90,3.36,snow
674,Killybegs,IE,54.63,-8.45,43.0,92,38,3.0,scattered clouds
675,Brockville,CA,44.58,-75.68,59.0,67,1,11.41,clear sky
676,Nadym,RU,65.53,72.52,30.49,98,100,10.11,overcast clouds
677,Sao Miguel Do Araguaia,BR,-13.28,-50.16,83.61,46,100,3.65,overcast clouds
678,Half Moon Bay,US,37.46,-122.43,59.0,62,40,10.29,scattered clouds
679,Cayenne,GF,4.93,-52.33,77.0,100,0,11.12,clear sky
680,Shihezi,CN,44.3,86.03,32.67,79,79,1.63,broken clouds
681,Phek,IN,25.67,94.5,47.84,100,23,1.88,few clouds
682,Jining,CN,35.41,116.58,48.99,45,0,6.13,clear sky
683,Traverse City,US,44.76,-85.62,71.6,35,75,10.29,broken clouds
684,Osinki,RU,52.84,49.51,39.34,92,84,7.18,broken clouds
685,Ouadda,CF,8.08,22.4,70.56,57,26,1.34,scattered clouds
686,Kendari,ID,-3.94,122.5,77.95,88,98,3.83,overcast clouds
687,Graaff-Reinet,ZA,-32.25,24.53,61.0,65,83,2.53,broken clouds
